Object Type,Attribute Name,Brief,Type,Flags,Objects,Default
"","SAI_ACL_ENTRY_ATTR_FIELD_DSCP","IP ECN (2 bits)","sai_acl_field_data_t sai_uint8_t","CREATE_AND_SET","","disabled"
"","SAI_ACL_ENTRY_ATTR_FIELD_ECN","IP TTL","sai_acl_field_data_t sai_uint8_t","CREATE_AND_SET","","disabled"
"","SAI_ACL_ENTRY_ATTR_FIELD_TTL","IP TOS","sai_acl_field_data_t sai_uint8_t","CREATE_AND_SET","","disabled"
"","SAI_ACL_ENTRY_ATTR_FIELD_TOS","IP Flags (3 bits)","sai_acl_field_data_t sai_uint8_t","CREATE_AND_SET","","disabled"
"","SAI_ACL_ENTRY_ATTR_FIELD_IP_FLAGS","TCP Flags (6 bits)","sai_acl_field_data_t sai_uint8_t","CREATE_AND_SET","","disabled"
"","SAI_ACL_ENTRY_ATTR_FIELD_TCP_FLAGS","IP Type (field mask is not needed)","sai_acl_field_data_t sai_acl_ip_type_t","CREATE_AND_SET","","disabled"
"","SAI_ACL_ENTRY_ATTR_FIELD_ACL_IP_TYPE","IP Frag (field mask is not needed)","sai_acl_field_data_t sai_acl_ip_frag_t","CREATE_AND_SET","","disabled"
"","SAI_ACL_ENTRY_ATTR_FIELD_ACL_IP_FRAG","IPv6 Flow Label (20 bits)","sai_acl_field_data_t sai_uint32_t","CREATE_AND_SET","","disabled"
"","SAI_ACL_ENTRY_ATTR_FIELD_IPV6_FLOW_LABEL","Class-of-Service (Traffic Class)","sai_acl_field_data_t sai_uint8_t","CREATE_AND_SET","","disabled"
"","SAI_ACL_ENTRY_ATTR_FIELD_TC","ICMP Type","sai_acl_field_data_t sai_uint8_t","CREATE_AND_SET","","disabled"
"","SAI_ACL_ENTRY_ATTR_FIELD_ICMP_TYPE","ICMP Code","sai_acl_field_data_t sai_uint8_t","CREATE_AND_SET","","disabled"
"","SAI_ACL_ENTRY_ATTR_FIELD_ICMP_CODE","ICMP Type for IPv6","sai_acl_field_data_t sai_uint8_t","CREATE_AND_SET","","disabled"
"","SAI_ACL_ENTRY_ATTR_FIELD_ICMPV6_TYPE","ICMP Code for IPv6","sai_acl_field_data_t sai_uint8_t","CREATE_AND_SET","","disabled"
"","SAI_ACL_ENTRY_ATTR_FIELD_ICMPV6_CODE","Number of VLAN Tags","sai_acl_field_data_t sai_packet_vlan_t","CREATE_AND_SET","","disabled"
"","SAI_ACL_ENTRY_ATTR_FIELD_PACKET_VLAN","Tunnel VNI","sai_acl_field_data_t sai_uint32_t","CREATE_AND_SET","","disabled"
"","SAI_ACL_ENTRY_ATTR_FIELD_TUNNEL_VNI","Match on packet that has vlan tag","sai_acl_field_data_t bool","CREATE_AND_SET","","disabled"
"","SAI_ACL_ENTRY_ATTR_FIELD_HAS_VLAN_TAG","SCI value in MACsec packet SecTAG","sai_acl_field_data_t sai_uint64_t","CREATE_AND_SET","","disabled"
"","SAI_ACL_ENTRY_ATTR_FIELD_MACSEC_SCI","Label value for MPLS label on the top","sai_acl_field_data_t sai_uint32_t","CREATE_AND_SET","","disabled"
"","SAI_ACL_ENTRY_ATTR_FIELD_MPLS_LABEL0_LABEL","TTL value for MPLS label on the top","sai_acl_field_data_t sai_uint8_t","CREATE_AND_SET","","disabled"
"","SAI_ACL_ENTRY_ATTR_FIELD_MPLS_LABEL0_TTL","EXP value for MPLS label on the top (3 bits)","sai_acl_field_data_t sai_uint8_t","CREATE_AND_SET","","disabled"
"","SAI_ACL_ENTRY_ATTR_FIELD_MPLS_LABEL0_EXP","BOS bit value for MPLS label on the top","sai_acl_field_data_t bool","CREATE_AND_SET","","disabled"
"","SAI_ACL_ENTRY_ATTR_FIELD_MPLS_LABEL0_BOS","Label value for second MPLS label from the top","sai_acl_field_data_t sai_uint32_t","CREATE_AND_SET","","disabled"
"","SAI_ACL_ENTRY_ATTR_FIELD_MPLS_LABEL1_LABEL","TTL value for second MPLS label from the top","sai_acl_field_data_t sai_uint8_t","CREATE_AND_SET","","disabled"
"","SAI_ACL_ENTRY_ATTR_FIELD_MPLS_LABEL1_TTL","EXP value for second MPLS label from the top (3 bits)","sai_acl_field_data_t sai_uint8_t","CREATE_AND_SET","","disabled"
"","SAI_ACL_ENTRY_ATTR_FIELD_MPLS_LABEL1_EXP","BOS bit value for second MPLS label from the top","sai_acl_field_data_t bool","CREATE_AND_SET","","disabled"
"","SAI_ACL_ENTRY_ATTR_FIELD_MPLS_LABEL1_BOS","Label value for third MPLS label from the top","sai_acl_field_data_t sai_uint32_t","CREATE_AND_SET","","disabled"
"","SAI_ACL_ENTRY_ATTR_FIELD_MPLS_LABEL2_LABEL","TTL value for third MPLS label from the top","sai_acl_field_data_t sai_uint8_t","CREATE_AND_SET","","disabled"
"","SAI_ACL_ENTRY_ATTR_FIELD_MPLS_LABEL2_TTL","EXP value for third MPLS label on the top (3 bits)","sai_acl_field_data_t sai_uint8_t","CREATE_AND_SET","","disabled"
"","SAI_ACL_ENTRY_ATTR_FIELD_MPLS_LABEL2_EXP","BOS bit value for third MPLS label from the top","sai_acl_field_data_t bool","CREATE_AND_SET","","disabled"
"","SAI_ACL_ENTRY_ATTR_FIELD_MPLS_LABEL2_BOS","Label value for fourth MPLS label from the top","sai_acl_field_data_t sai_uint32_t","CREATE_AND_SET","","disabled"
"","SAI_ACL_ENTRY_ATTR_FIELD_MPLS_LABEL3_LABEL","TTL value for fourth MPLS label from the top","sai_acl_field_data_t sai_uint8_t","CREATE_AND_SET","","disabled"
"","SAI_ACL_ENTRY_ATTR_FIELD_MPLS_LABEL3_TTL","EXP value for fourth MPLS label on the top (3 bits)","sai_acl_field_data_t sai_uint8_t","CREATE_AND_SET","","disabled"
"","SAI_ACL_ENTRY_ATTR_FIELD_MPLS_LABEL3_EXP","BOS bit value for fourth MPLS label from the top","sai_acl_field_data_t bool","CREATE_AND_SET","","disabled"
"","SAI_ACL_ENTRY_ATTR_FIELD_MPLS_LABEL3_BOS","Label value for fifth MPLS label from the top","sai_acl_field_data_t sai_uint32_t","CREATE_AND_SET","","disabled"
"","SAI_ACL_ENTRY_ATTR_FIELD_MPLS_LABEL4_LABEL","TTL value for fifth MPLS label from the top","sai_acl_field_data_t sai_uint8_t","CREATE_AND_SET","","disabled"
"","SAI_ACL_ENTRY_ATTR_FIELD_MPLS_LABEL4_TTL","EXP value for fifth MPLS label on the top (3 bits)","sai_acl_field_data_t sai_uint8_t","CREATE_AND_SET","","disabled"
"","SAI_ACL_ENTRY_ATTR_FIELD_MPLS_LABEL4_EXP","BOS bit value for fifth MPLS label from the top","sai_acl_field_data_t bool","CREATE_AND_SET","","disabled"
"","SAI_ACL_ENTRY_ATTR_FIELD_MPLS_LABEL4_BOS","DST MAC address match user meta data in FDB","","","",""
"","SAI_SWITCH_ATTR_FDB_DST_USER_META_DATA_RANGE","","sai_acl_field_data_t sai_uint32_t","CREATE_AND_SET","","disabled"
"","SAI_ACL_ENTRY_ATTR_FIELD_FDB_DST_USER_META","DST IP address match user meta data in Route Table","","","",""
"","SAI_SWITCH_ATTR_ROUTE_DST_USER_META_DATA_RANGE","","sai_acl_field_data_t sai_uint32_t","CREATE_AND_SET","","disabled"
"","SAI_ACL_ENTRY_ATTR_FIELD_ROUTE_DST_USER_META","DST IP address match user meta data in Neighbor Table","","","",""
"","SAI_SWITCH_ATTR_NEIGHBOR_DST_USER_META_DATA_RANGE","","sai_acl_field_data_t sai_uint32_t","CREATE_AND_SET","","disabled"
"","SAI_ACL_ENTRY_ATTR_FIELD_NEIGHBOR_DST_USER_META","Port User metadata","","","",""
"","SAI_SWITCH_ATTR_PORT_USER_META_DATA_RANGE","","sai_acl_field_data_t sai_uint32_t","CREATE_AND_SET","","disabled"
"","SAI_ACL_ENTRY_ATTR_FIELD_PORT_USER_META","Vlan User metadata","","","",""
"","SAI_SWITCH_ATTR_VLAN_USER_META_DATA_RANGE","","sai_acl_field_data_t sai_uint32_t","CREATE_AND_SET","","disabled"
"","SAI_ACL_ENTRY_ATTR_FIELD_VLAN_USER_META","Metadata carried from previous ACL stage.","","","",""
"","SAI_SWITCH_ATTR_ACL_USER_META_DATA_RANGE","","sai_acl_field_data_t sai_uint32_t","CREATE_AND_SET","","disabled"
"","SAI_ACL_ENTRY_ATTR_FIELD_ACL_USER_META","DST MAC address match in FDB","sai_acl_field_data_t bool","CREATE_AND_SET","","disabled"
"","SAI_ACL_ENTRY_ATTR_FIELD_FDB_NPU_META_DST_HIT","DST IP address match in neighbor Table","sai_acl_field_data_t bool","CREATE_AND_SET","","disabled"
"","SAI_ACL_ENTRY_ATTR_FIELD_NEIGHBOR_NPU_META_DST_HIT","DST IP address match in Route Table","sai_acl_field_data_t bool","CREATE_AND_SET","","disabled"
"","SAI_ACL_ENTRY_ATTR_FIELD_ROUTE_NPU_META_DST_HIT","Base Transport Header opcode field","sai_acl_field_data_t sai_uint8_t","CREATE_AND_SET","","disabled"
"","SAI_ACL_ENTRY_ATTR_FIELD_BTH_OPCODE","Ack_extented Transport Header syndrome field","sai_acl_field_data_t sai_uint8_t","CREATE_AND_SET","","disabled"
"","SAI_ACL_ENTRY_ATTR_FIELD_AETH_SYNDROME","User Defined Field object for the UDF Groups in ACL Table","sai_acl_field_data_t sai_u8_list_t","CREATE_AND_SET","","disabled"
"","SAI_ACL_USER_DEFINED_FIELD_ATTR_ID_RANGE","","","","",""
"","SAI_ACL_ENTRY_ATTR_USER_DEFINED_FIELD_GROUP_MIN","User Defined Field data max","sai_acl_field_data_t sai_u8_list_t","CREATE_AND_SET","","disabled"
"","SAI_ACL_ENTRY_ATTR_USER_DEFINED_FIELD_GROUP_MAX","Range Type defined in sai_acl_range_type_t","sai_acl_field_data_t sai_object_list_t","CREATE_AND_SET","SAI_OBJECT_TYPE_ACL_RANGE","disabled"
"","SAI_ACL_ENTRY_ATTR_FIELD_ACL_RANGE_TYPE","IPv6 Next Header (8 bits)","sai_acl_field_data_t sai_uint8_t","CREATE_AND_SET","","disabled"
"","SAI_ACL_ENTRY_ATTR_FIELD_IPV6_NEXT_HEADER","GRE Key (32 bits)","sai_acl_field_data_t sai_uint32_t","CREATE_AND_SET","","disabled"
"","SAI_ACL_ENTRY_ATTR_FIELD_GRE_KEY","TAM INT type","sai_acl_field_data_t sai_tam_int_type_t","CREATE_AND_SET","","disabled"
"","SAI_ACL_ENTRY_ATTR_FIELD_TAM_INT_TYPE","Inner Src MAC Address","sai_acl_field_data_t sai_mac_t","CREATE_AND_SET","","disabled"
"","SAI_ACL_ENTRY_ATTR_FIELD_INNER_SRC_MAC","Inner Dst MAC Address","sai_acl_field_data_t sai_mac_t","CREATE_AND_SET","","disabled"
"","SAI_ACL_ENTRY_ATTR_FIELD_INNER_DST_MAC","VRF_ID","sai_acl_field_data_t sai_object_id_t","CREATE_AND_SET","SAI_OBJECT_TYPE_VIRTUAL_ROUTER","disabled"
"","SAI_ACL_ENTRY_ATTR_FIELD_VRF_ID","IPMC_TABLE_HIT","sai_acl_field_data_t bool","CREATE_AND_SET","","disabled"
"","SAI_ACL_ENTRY_ATTR_FIELD_IPMC_NPU_META_DST_HIT","Tunnel terminated flag","sai_acl_field_data_t bool","CREATE_AND_SET","","disabled"
"","SAI_ACL_ENTRY_ATTR_FIELD_TUNNEL_TERMINATED","End of Rule Match Fields","","","",""
"","SAI_ACL_ENTRY_ATTR_FIELD_END","Start of Rule Actions","","","",""
"","SAI_ACL_ENTRY_ATTR_ACTION_START","Redirect Packet to a destination which can be a port, system port,","sai_acl_action_data_t sai_object_id_t","CREATE_AND_SET","SAI_OBJECT_TYPE_PORT, SAI_OBJECT_TYPE_SYSTEM_PORT, SAI_OBJECT_TYPE_LAG, SAI_OBJECT_TYPE_NEXT_HOP, SAI_OBJECT_TYPE_NEXT_HOP_GROUP, SAI_OBJECT_TYPE_BRIDGE_PORT, SAI_OBJECT_TYPE_L2MC_GROUP, SAI_OBJECT_TYPE_IPMC_GROUP","disabled"
"","SAI_ACL_ENTRY_ATTR_ACTION_REDIRECT","Tunnel Endpoint IP. mandatory and valid only when redirect action is to SAI_BRIDGE_PORT_TYPE_TUNNEL","sai_acl_action_data_t sai_ip_address_t","CREATE_AND_SET","","disabled"
"","SAI_ACL_ENTRY_ATTR_ACTION_ENDPOINT_IP","Redirect Packet to a list of destination which can be","sai_acl_action_data_t sai_object_list_t","CREATE_AND_SET","SAI_OBJECT_TYPE_PORT, SAI_OBJECT_TYPE_SYSTEM_PORT, SAI_OBJECT_TYPE_LAG, SAI_OBJECT_TYPE_NEXT_HOP, SAI_OBJECT_TYPE_NEXT_HOP_GROUP","disabled"
"","SAI_ACL_ENTRY_ATTR_ACTION_REDIRECT_LIST","Packet Action","sai_acl_action_data_t sai_packet_action_t","CREATE_AND_SET","","disabled"
"","SAI_ACL_ENTRY_ATTR_ACTION_PACKET_ACTION","Flood Packet on Vlan domain (parameter is not needed)","sai_acl_action_data_t sai_int32_t","CREATE_AND_SET","","disabled"
"","SAI_ACL_ENTRY_ATTR_ACTION_FLOOD","Attach/detach counter id to the entry","sai_acl_action_data_t sai_object_id_t","CREATE_AND_SET","SAI_OBJECT_TYPE_ACL_COUNTER","disabled"
"","SAI_ACL_ENTRY_ATTR_ACTION_COUNTER","Ingress Mirror (mirror session id list)","sai_acl_action_data_t sai_object_list_t","CREATE_AND_SET","SAI_OBJECT_TYPE_MIRROR_SESSION","disabled"
"","SAI_ACL_ENTRY_ATTR_ACTION_MIRROR_INGRESS","Egress Mirror (mirror session id list)","sai_acl_action_data_t sai_object_list_t","CREATE_AND_SET","SAI_OBJECT_TYPE_MIRROR_SESSION","disabled"
"","SAI_ACL_ENTRY_ATTR_ACTION_MIRROR_EGRESS","Associate with policer","sai_acl_action_data_t sai_object_id_t","CREATE_AND_SET","SAI_OBJECT_TYPE_POLICER","disabled"
"","SAI_ACL_ENTRY_ATTR_ACTION_SET_POLICER","Decrement TTL (enable/disable)","sai_acl_action_data_t bool","CREATE_AND_SET","","disabled"
"","SAI_ACL_ENTRY_ATTR_ACTION_DECREMENT_TTL","Set Class-of-Service (Traffic Class)","sai_acl_action_data_t sai_uint8_t","CREATE_AND_SET","","disabled"
"","SAI_ACL_ENTRY_ATTR_ACTION_SET_TC","Set packet color","sai_acl_action_data_t sai_packet_color_t","CREATE_AND_SET","","disabled"
"","SAI_ACL_ENTRY_ATTR_ACTION_SET_PACKET_COLOR","Set Packet Inner Vlan Id (12 bits)","sai_acl_action_data_t sai_uint32_t","CREATE_AND_SET","","disabled"
"","SAI_ACL_ENTRY_ATTR_ACTION_SET_INNER_VLAN_ID","Set Packet Inner Vlan Priority (3 bits)","sai_acl_action_data_t sai_uint8_t","CREATE_AND_SET","","disabled"
"","SAI_ACL_ENTRY_ATTR_ACTION_SET_INNER_VLAN_PRI","Set Packet Outer Vlan Id (12 bits)","sai_acl_action_data_t sai_uint16_t","CREATE_AND_SET","","disabled"
"","SAI_ACL_ENTRY_ATTR_ACTION_SET_OUTER_VLAN_ID","Set Packet Outer Vlan Priority (3 bits)","sai_acl_action_data_t sai_uint8_t","CREATE_AND_SET","","disabled"
"","SAI_ACL_ENTRY_ATTR_ACTION_SET_OUTER_VLAN_PRI","Add Packet Vlan Id (12 bits)","sai_acl_action_data_t sai_uint16_t","CREATE_AND_SET","","disabled"
"","SAI_ACL_ENTRY_ATTR_ACTION_ADD_VLAN_ID","Add Packet Vlan Priority (3 bits)","sai_acl_action_data_t sai_uint8_t","CREATE_AND_SET","","disabled"
"","SAI_ACL_ENTRY_ATTR_ACTION_ADD_VLAN_PRI","Set Packet Src MAC Address","sai_acl_action_data_t sai_mac_t","CREATE_AND_SET","","disabled"
"","SAI_ACL_ENTRY_ATTR_ACTION_SET_SRC_MAC","Set Packet Dst MAC Address","sai_acl_action_data_t sai_mac_t","CREATE_AND_SET","","disabled"
"","SAI_ACL_ENTRY_ATTR_ACTION_SET_DST_MAC","Set Packet Src IPv4 Address","sai_acl_action_data_t sai_ip4_t","CREATE_AND_SET","","disabled"
"","SAI_ACL_ENTRY_ATTR_ACTION_SET_SRC_IP","Set Packet Src IPv4 Address","sai_acl_action_data_t sai_ip4_t","CREATE_AND_SET","","disabled"
"","SAI_ACL_ENTRY_ATTR_ACTION_SET_DST_IP","Set Packet Src IPv6 Address","sai_acl_action_data_t sai_ip6_t","CREATE_AND_SET","","disabled"
"","SAI_ACL_ENTRY_ATTR_ACTION_SET_SRC_IPV6","Set Packet Src IPv6 Address","sai_acl_action_data_t sai_ip6_t","CREATE_AND_SET","","disabled"
"","SAI_ACL_ENTRY_ATTR_ACTION_SET_DST_IPV6","Set Packet DSCP (6 bits)","sai_acl_action_data_t sai_uint8_t","CREATE_AND_SET","","disabled"
"","SAI_ACL_ENTRY_ATTR_ACTION_SET_DSCP","Set Packet ECN (2 bits)","sai_acl_action_data_t sai_uint8_t","CREATE_AND_SET","","disabled"
"","SAI_ACL_ENTRY_ATTR_ACTION_SET_ECN","Set Packet L4 Src Port","sai_acl_action_data_t sai_uint16_t","CREATE_AND_SET","","disabled"
"","SAI_ACL_ENTRY_ATTR_ACTION_SET_L4_SRC_PORT","Set Packet L4 Src Port","sai_acl_action_data_t sai_uint16_t","CREATE_AND_SET","","disabled"
"","SAI_ACL_ENTRY_ATTR_ACTION_SET_L4_DST_PORT","Set ingress packet sampling (sample packet session id)","sai_acl_action_data_t sai_object_id_t","CREATE_AND_SET","SAI_OBJECT_TYPE_SAMPLEPACKET","disabled"
"","SAI_ACL_ENTRY_ATTR_ACTION_INGRESS_SAMPLEPACKET_ENABLE","Set egress packet sampling (sample packet session id)","sai_acl_action_data_t sai_object_id_t","CREATE_AND_SET","SAI_OBJECT_TYPE_SAMPLEPACKET","disabled"
"","SAI_ACL_ENTRY_ATTR_ACTION_EGRESS_SAMPLEPACKET_ENABLE","Set metadata to carry forward to next ACL Stage","","","",""
"","SAI_SWITCH_ATTR_ACL_USER_META_DATA_RANGE","","sai_acl_action_data_t sai_uint32_t","CREATE_AND_SET","","disabled"
"","SAI_ACL_ENTRY_ATTR_ACTION_SET_ACL_META_DATA","Egress block port list","sai_acl_action_data_t sai_object_list_t","CREATE_AND_SET","SAI_OBJECT_TYPE_PORT","disabled"
"","SAI_ACL_ENTRY_ATTR_ACTION_EGRESS_BLOCK_PORT_LIST","Set User Defined Trap ID","","","",""
"","SAI_SWITCH_ATTR_ACL_USER_TRAP_ID_RANGE","","sai_acl_action_data_t sai_object_id_t","CREATE_AND_SET","SAI_OBJECT_TYPE_HOSTIF_USER_DEFINED_TRAP","disabled"
"","SAI_ACL_ENTRY_ATTR_ACTION_SET_USER_TRAP_ID","Do Not Learn unknown source MAC on match(enable/disable) (parameter is not needed)","sai_acl_action_data_t sai_uint32_t","CREATE_AND_SET","","disabled"
"","SAI_ACL_ENTRY_ATTR_ACTION_SET_DO_NOT_LEARN","DTEL flow operation","sai_acl_action_data_t sai_acl_dtel_flow_op_t","CREATE_AND_SET","","disabled"
"","SAI_ACL_ENTRY_ATTR_ACTION_ACL_DTEL_FLOW_OP","DTEL INT session ID","sai_acl_action_data_t sai_object_id_t","CREATE_AND_SET","SAI_OBJECT_TYPE_DTEL_INT_SESSION","disabled"
"","SAI_ACL_ENTRY_ATTR_ACTION_DTEL_INT_SESSION","Enable DTEL drop report","sai_acl_action_data_t bool","CREATE_AND_SET","","disabled"
"","SAI_ACL_ENTRY_ATTR_ACTION_DTEL_DROP_REPORT_ENABLE","Enable DTEL tail drop reporting","sai_acl_action_data_t bool","CREATE_AND_SET","","disabled"
"","SAI_ACL_ENTRY_ATTR_ACTION_DTEL_TAIL_DROP_REPORT_ENABLE","DTEL flow sample percentage","sai_acl_action_data_t sai_uint8_t","CREATE_AND_SET","","disabled"
"","SAI_ACL_ENTRY_ATTR_ACTION_DTEL_FLOW_SAMPLE_PERCENT","Enable DTEL report for all packets without filtering","sai_acl_action_data_t bool","CREATE_AND_SET","","disabled"
"","SAI_ACL_ENTRY_ATTR_ACTION_DTEL_REPORT_ALL_PACKETS","Set NAT exception rule","sai_acl_action_data_t bool","CREATE_AND_SET","","disabled"
"","SAI_ACL_ENTRY_ATTR_ACTION_NO_NAT","Enable INT metadata insertion","sai_acl_action_data_t bool","CREATE_AND_SET","","disabled"
"","SAI_ACL_ENTRY_ATTR_ACTION_INT_INSERT","Enable INT metadata deletion","sai_acl_action_data_t bool","CREATE_AND_SET","","disabled"
"","SAI_ACL_ENTRY_ATTR_ACTION_INT_DELETE","Enable INT metadata reports","sai_acl_action_data_t bool","CREATE_AND_SET","","disabled"
"","SAI_ACL_ENTRY_ATTR_ACTION_INT_REPORT_FLOW","Enable INT drop reports","sai_acl_action_data_t bool","CREATE_AND_SET","","disabled"
"","SAI_ACL_ENTRY_ATTR_ACTION_INT_REPORT_DROPS","Enable INT tail drop reports","sai_acl_action_data_t bool","CREATE_AND_SET","","disabled"
"","SAI_ACL_ENTRY_ATTR_ACTION_INT_REPORT_TAIL_DROPS","ACL bind point for TAM INT object","","","",""
"","SAI_ACL_ENTRY_ATTR_ACTION_INT_INSERT","","sai_acl_action_data_t sai_object_id_t","CREATE_AND_SET","SAI_OBJECT_TYPE_TAM_INT","disabled"
"","SAI_ACL_ENTRY_ATTR_ACTION_TAM_INT_OBJECT","Set isolation group (isolation group object id)","sai_acl_action_data_t sai_object_id_t","CREATE_AND_SET","SAI_OBJECT_TYPE_ISOLATION_GROUP","disabled"
"","SAI_ACL_ENTRY_ATTR_ACTION_SET_ISOLATION_GROUP","MACsec flow","sai_acl_action_data_t sai_object_id_t","CREATE_AND_SET","SAI_OBJECT_TYPE_MACSEC_FLOW","disabled"
"","SAI_ACL_ENTRY_ATTR_ACTION_MACSEC_FLOW","LAG Hash ID","sai_acl_action_data_t sai_object_id_t","CREATE_AND_SET","SAI_OBJECT_TYPE_HASH","disabled"
"","SAI_ACL_ENTRY_ATTR_ACTION_SET_LAG_HASH_ID","ECMP Hash ID","sai_acl_action_data_t sai_object_id_t","CREATE_AND_SET","SAI_OBJECT_TYPE_HASH","disabled"
"","SAI_ACL_ENTRY_ATTR_ACTION_SET_ECMP_HASH_ID","Set virtual router","sai_acl_action_data_t sai_object_id_t","CREATE_AND_SET","SAI_OBJECT_TYPE_VIRTUAL_ROUTER","disabled"
"","SAI_ACL_ENTRY_ATTR_ACTION_SET_VRF","Set Forwarding Class","sai_acl_action_data_t sai_uint8_t","CREATE_AND_SET","","disabled"
"","SAI_ACL_ENTRY_ATTR_ACTION_SET_FORWARDING_CLASS","Enable ARS monitoring for a destination that can be a LAG or nexthopgroup","sai_acl_action_data_t sai_object_id_t","CREATE_AND_SET","SAI_OBJECT_TYPE_LAG, SAI_OBJECT_TYPE_NEXT_HOP_GROUP","disabled"
"","SAI_ACL_ENTRY_ATTR_ACTION_SET_ARS_MONITORING","Enable ARS object for a destination that can be a LAG or nexthopgroup","sai_acl_action_data_t sai_object_id_t","CREATE_AND_SET","SAI_OBJECT_TYPE_ARS","disabled"
"","SAI_ACL_ENTRY_ATTR_ACTION_SET_ARS_OBJECT","Disable ARS forwarding for a given match condition. This rule takes effect only when global ARS profile object is created and has binding to the switch","sai_acl_action_data_t bool","CREATE_AND_SET","","disabled"
"","SAI_ACL_ENTRY_ATTR_ACTION_DISABLE_ARS_FORWARDING","Redirect Packet to a next chain table group object for chained lookup","sai_acl_action_data_t sai_object_id_t","CREATE_AND_SET","SAI_OBJECT_TYPE_ACL_TABLE_CHAIN_GROUP","disabled"
"","SAI_ACL_ENTRY_ATTR_ACTION_CHAIN_REDIRECT","End of Rule Actions","","","",""
"","SAI_ACL_ENTRY_ATTR_ACTION_END","End of ACL Entry attributes","","","",""
"","SAI_ACL_ENTRY_ATTR_END","","","","",""
"","SAI_ACL_ENTRY_ATTR_CUSTOM_RANGE_START","","","","",""
"","SAI_ACL_ENTRY_ATTR_CUSTOM_RANGE_END","","","","",""
"acl_counter","SAI_ACL_COUNTER_ATTR_START","SAI ACL table object id","sai_object_id_t","MANDATORY_ON_CREATE | CREATE_ONLY","SAI_OBJECT_TYPE_ACL_TABLE",""
"","SAI_ACL_COUNTER_ATTR_TABLE_ID","Enable/disable packet count","bool","CREATE_ONLY","","false"
"","SAI_ACL_COUNTER_ATTR_ENABLE_PACKET_COUNT","Enable/disable byte count","bool","CREATE_ONLY","","false"
"","SAI_ACL_COUNTER_ATTR_ENABLE_BYTE_COUNT","Get/set packet count","sai_uint64_t","CREATE_AND_SET","","0"
"","SAI_ACL_COUNTER_ATTR_PACKETS","Get/set byte count","sai_uint64_t","CREATE_AND_SET","","0"
"","SAI_ACL_COUNTER_ATTR_BYTES","Attribute used to uniquely identify ACL counter.","char","CREATE_AND_SET","",""""
"","SAI_ACL_COUNTER_ATTR_LABEL","End of attributes","","","",""
"","SAI_ACL_COUNTER_ATTR_END","","","","",""
"","SAI_ACL_COUNTER_ATTR_CUSTOM_RANGE_START","","","","",""
"","SAI_ACL_COUNTER_ATTR_CUSTOM_RANGE_END","","","","",""
"acl_range","SAI_ACL_RANGE_ATTR_START","Range type","sai_acl_range_type_t","MANDATORY_ON_CREATE | CREATE_ONLY","",""
"","SAI_ACL_RANGE_ATTR_TYPE","Start and End of ACL Range","sai_u32_range_t","MANDATORY_ON_CREATE | CREATE_ONLY","",""
"","SAI_ACL_RANGE_ATTR_LIMIT","End of attributes","","","",""
"","SAI_ACL_RANGE_ATTR_END","","","","",""
"","SAI_ACL_RANGE_ATTR_CUSTOM_RANGE_START","","","","",""
"","SAI_ACL_RANGE_ATTR_CUSTOM_RANGE_END","","","","",""
"ars","SAI_ARS_ATTR_START","ARS path assignment mode","sai_ars_mode_t","CREATE_AND_SET","","SAI_ARS_MODE_FLOWLET_QUALITY"
"","SAI_ARS_ATTR_MODE","Idle duration in microseconds. This duration is to classifying a flow-let in a macro flow.","sai_uint32_t","CREATE_AND_SET","","256"
"","SAI_ARS_ATTR_IDLE_TIME","Maximum number of flow states that can be maintained per this ARS object","sai_uint32_t","CREATE_AND_SET","","512"
"","SAI_ARS_ATTR_MAX_FLOWS","ARS monitoring","bool","CREATE_AND_SET","","false"
"","SAI_ARS_ATTR_MON_ENABLE","Enable/Disable ARS Samplepacket session","sai_object_id_t","CREATE_AND_SET","SAI_OBJECT_TYPE_SAMPLEPACKET","SAI_NULL_OBJECT_ID"
"","SAI_ARS_ATTR_SAMPLEPACKET_ENABLE","Maximum number of alternate members per adaptive routing group","sai_uint32_t","CREATE_AND_SET","","16"
"","SAI_ARS_ATTR_MAX_ALT_MEMEBERS_PER_GROUP","Maximum number of primary members per adaptive routing group","sai_uint32_t","CREATE_AND_SET","","16"
"","SAI_ARS_ATTR_MAX_PRIMARY_MEMEBERS_PER_GROUP","Quality threshold for least cost ARS paths. Crossing down the threshold will result in using the non least cost sub optimal path.","sai_uint32_t","CREATE_AND_SET","","16"
"","SAI_ARS_ATTR_PRIMARY_PATH_QUALITY_THRESHOLD","Cost of switching over to non least cost ARS paths","sai_uint32_t","CREATE_AND_SET","","0"
"","SAI_ARS_ATTR_ALTERNATE_PATH_COST","Indicates the bias in favor of alternate path","sai_uint32_t","CREATE_AND_SET","","0"
"","SAI_ARS_ATTR_ALTERNATE_PATH_BIAS","End of attributes","","","",""
"","SAI_ARS_ATTR_END","","","","",""
"","SAI_ARS_ATTR_CUSTOM_RANGE_START","","","","",""
"","SAI_ARS_ATTR_CUSTOM_RANGE_END","","","","",""
"ars_profile","SAI_ARS_PROFILE_ATTR_START","ARS algorithm used for quality computation","sai_ars_profile_algo_t","CREATE_AND_SET","","SAI_ARS_PROFILE_ALGO_EWMA"
"","SAI_ARS_PROFILE_ATTR_ALGO","Sampling interval in microseconds of data for quality measure computation","sai_uint32_t","CREATE_AND_SET","","16"
